,playerID,commonName,league,startYear,endYear,totalGames,positionWar,averageHit,patience,power,speed,defense,playerLabel,shortWar,positionCat,fact
181,harrijo05,Josh Harrison,MLB,2011,2020,911,12.34,83.87211368,8.91651865,36.660746,87.81527531,75.6660746,Active Player,2.194379802,Middle IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
182,hernace02,Cesar Hernandez,MLB,2013,2020,890,12.23,84.40497336,64.47602131,7.602131439,78.75666075,59.04085258,Active Player,2.226134831,Middle IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
183,hernaen02,Enrique Hernandez,MLB,2014,2020,690,9.51,31.97158082,59.85790409,69.94671403,59.04085258,80.9946714,Active Player,2.232782609,Middle IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
184,herreod01,Odubel Herrera,MLB,2015,2019,631,10.955,83.51687389,34.60035524,33.07282416,74.38721137,75.13321492,Active Player,2.812535658,Outfielder,"There is no fun fact for this player, if you would like to learn more search for this player online!"
185,heywaja01,Jason Heyward,MLB,2010,2020,1427,35.69,64.40497336,81.38543517,53.88987567,72.82415631,82.55772647,Active Player,4.051702873,Outfielder,"There is no fun fact for this player, if you would like to learn more search for this player online!"
186,hicksaa01,Aaron Hicks,MLB,2013,2020,708,12.62,22.20248668,93.53463588,65.8259325,68.73889876,66.92717584,Active Player,2.887627119,Outfielder,"There is no fun fact for this player, if you would like to learn more search for this player online!"
187,holtbr01,Brock Holt,MLB,2012,2020,676,6.945,69.73357016,59.11190053,8.632326821,72.85968028,51.72291297,Active Player,1.66433432,Middle IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
188,hosmeer01,Eric Hosmer,MLB,2011,2020,1403,14.28,85.04440497,38.36589698,51.04795737,44.01420959,8.312611012,Active Player,1.648866714,Corner IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
189,iannech01,Chris Iannetta,MLB,2006,2019,1197,11.32,7.317939609,98.11722913,70.23090586,9.840142096,50.19538188,Active Player,1.532030075,Catcher,"There is no fun fact for this player, if you would like to learn more search for this player online!"
190,iglesjo01,José Iglesias,MLB,2011,2020,841,12.765,88.31261101,7.708703375,8.277087034,55.20426288,91.40319716,Active Player,2.458894174,Middle IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
191,inciaen01,Ender Inciarte,MLB,2014,2020,805,15.935,87.28241563,23.94316163,8.063943162,91.8294849,90.90586146,Active Player,3.206795031,Outfielder,"There is no fun fact for this player, if you would like to learn more search for this player online!"
192,jayjo02,Jon Jay,MLB,2010,2020,1196,12.165,87.70870337,51.79396092,6.145648313,63.58792185,41.20781528,Active Player,1.647767559,Outfielder,"There is no fun fact for this player, if you would like to learn more search for this player online!"
193,jonesad01,Adam Jones,MLB,2006,2019,1823,30.97,77.93960924,8.348134991,72.11367673,56.12788632,46.46536412,Active Player,2.752133845,Outfielder,"There is no fun fact for this player, if you would like to learn more search for this player online!"
194,joycema01,Matthew Joyce,MLB,2008,2020,1357,15.975,24.40497336,93.81882771,76.73179396,39.75133215,18.36589698,Active Player,1.907111275,Outfielder,"There is no fun fact for this player, if you would like to learn more search for this player online!"
195,kempma01,Matt Kemp,MLB,2006,2020,1750,24.27,90.3374778,32.07815275,87.06927176,80.85257549,11.11900533,Active Player,2.246708571,Outfielder,"There is no fun fact for this player, if you would like to learn more search for this player online!"
196,kendrho01,Howie Kendrick,MLB,2006,2020,1621,32.72,93.25044405,12.89520426,39.71580817,72.18472469,66.39431616,Active Player,3.269981493,Middle IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
197,keplema01,Max Kepler,MLB,2015,2020,601,11.65,19.14742451,73.78330373,79.82238011,46.9982238,65.61278863,Active Player,3.140266223,Outfielder,"There is no fun fact for this player, if you would like to learn more search for this player online!"
198,kiermke01,Kevin Kiermaier,MLB,2013,2020,729,23.11,39.0053286,42.09591474,54.6714032,96.8383659,99.64476021,Active Player,5.135555556,Outfielder,"There is no fun fact for this player, if you would like to learn more search for this player online!"
199,kinslia01,Ian Kinsler,MLB,2006,2019,1888,51.535,66.60746004,58.11722913,69.34280639,87.63765542,80.56838366,Active Player,4.421965042,Middle IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
200,kipnija01,Jason Kipnis,MLB,2011,2020,1165,22.625,63.69449378,66.35879218,52.29129663,78.18827709,51.01243339,Active Player,3.146137339,Middle IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
201,lagarju01,Juan Lagares,MLB,2013,2020,718,10.015,55.34635879,11.90053286,13.67673179,84.47602131,99.25399645,Active Player,2.259651811,Outfielder,"There is no fun fact for this player, if you would like to learn more search for this player online!"
202,lambja01,Jake Lamb,MLB,2014,2020,609,7.2,18.15275311,84.90230906,73.96092362,67.92184725,49.91119005,Active Player,1.915270936,Corner IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
203,lemahdj01,DJ LeMahieu,MLB,2011,2020,1150,22.0,99.21847247,23.6589698,30.65719361,78.72113677,76.23445826,Active Player,3.099130435,Middle IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
204,lindofr01,Francisco Lindor,MLB,2015,2020,777,28.79,89.8401421,38.57904085,77.47779751,81.84724689,94.45825933,Active Player,6.002548263,Middle IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
205,longoev01,Evan Longoria,MLB,2008,2020,1742,54.26,64.44049734,63.73001776,90.01776199,34.99111901,88.73889876,Active Player,5.045993111,Corner IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
206,lowrije01,Jed Lowrie,MLB,2008,2019,1118,18.5,56.55417407,69.37833037,55.06216696,25.71936057,53.35701599,Active Player,2.680679785,Middle IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
207,lucrojo01,Jonathan Lucroy,MLB,2010,2020,1203,27.335,85.5062167,44.61811723,53.57015986,37.40674956,98.86323268,Active Player,3.681022444,Catcher,"There is no fun fact for this player, if you would like to learn more search for this player online!"
208,machama01,Manny Machado,MLB,2012,2020,1142,37.78,88.41918295,34.24511545,86.07460036,45.71936057,90.08880995,Active Player,5.359334501,Corner IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
209,maldoma01,Martin Maldonado,MLB,2011,2020,764,10.35,4.369449378,65.64831261,31.08348135,7.744227353,99.75133215,Active Player,2.194633508,Catcher,"There is no fun fact for this player, if you would like to learn more search for this player online!"
210,marisja01,Jake Marisnick,MLB,2013,2020,701,8.56,7.992895204,27.56660746,52.14920071,95.52397869,95.48845471,Active Player,1.978202568,Outfielder,"There is no fun fact for this player, if you would like to learn more search for this player online!"
211,markani01,Nick Markakis,MLB,2006,2020,2154,31.545,87.9928952,62.02486679,38.15275311,28.70337478,32.04262877,Active Player,2.372465181,Outfielder,"There is no fun fact for this player, if you would like to learn more search for this player online!"
212,marteke01,Ketel Marte,MLB,2015,2020,591,14.415,94.81349911,35.84369449,64.54706927,86.9982238,82.09591474,Active Player,3.951319797,Middle IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
213,martest01,Starling Marte,MLB,2012,2020,1014,27.64,91.15452931,30.97690941,55.95026643,98.08170515,64.58259325,Active Player,4.415857988,Outfielder,"There is no fun fact for this player, if you would like to learn more search for this player online!"
214,martijd02,J.D. Martinez,MLB,2011,2020,1122,23.335,95.59502664,47.85079929,97.26465364,32.14920071,6.962699822,Active Player,3.369224599,Outfielder,"There is no fun fact for this player, if you would like to learn more search for this player online!"
215,martile01,Leonys Martín,MLB,2011,2019,770,11.195,33.85435169,36.48312611,24.26287744,96.09236234,91.08348135,Active Player,2.355311688,Outfielder,"There is no fun fact for this player, if you would like to learn more search for this player online!"
216,martiru01,Russell Martin,MLB,2006,2019,1693,46.94,32.89520426,93.74777975,49.02309059,31.36767318,99.21847247,Active Player,4.491600709,Catcher,"There is no fun fact for this player, if you would like to learn more search for this player online!"
217,maybica01,Cameron Maybin,MLB,2007,2020,1153,14.475,63.62344583,53.28596803,21.06571936,95.41740675,60.28419183,Active Player,2.03378144,Outfielder,"There is no fun fact for this player, if you would like to learn more search for this player online!"
218,mccanbr01,Brian McCann,MLB,2005,2019,1755,43.2,59.75133215,67.85079929,80.21314387,5.044404973,97.44227353,Active Player,3.987692308,Catcher,"There is no fun fact for this player, if you would like to learn more search for this player online!"
219,mccanja02,James McCann,MLB,2014,2020,601,5.39,45.93250444,21.91829485,40.85257549,24.72468917,81.38543517,Active Player,1.452878536,Catcher,"There is no fun fact for this player, if you would like to learn more search for this player online!"
220,mccutan01,Andrew McCutchen,MLB,2009,2020,1617,47.17,92.93072824,88.59680284,82.91296625,78.96980462,41.669627,Active Player,4.725751391,Outfielder,"There is no fun fact for this player, if you would like to learn more search for this player online!"
221,mercejo03,Jordy Mercer,MLB,2012,2020,904,7.35,46.07460036,39.3250444,26.14564831,27.92184725,60.9946714,Active Player,1.317146018,Middle IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
222,merriwh01,Whit Merrifield,MLB,2016,2020,606,13.965,95.84369449,14.52930728,30.12433393,93.92539964,55.95026643,Active Player,3.733217822,Middle IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
223,millebr02,Brad Miller,MLB,2013,2020,807,8.505,22.1669627,68.45470693,71.29662522,71.54529307,26.53641208,Active Player,1.70732342,Middle IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
224,molinya01,Yadier Molina,MLB,2004,2020,2025,47.415,88.95204263,24.51154529,29.44937833,10.12433393,99.71580817,Active Player,3.7932,Catcher,"There is no fun fact for this player, if you would like to learn more search for this player online!"
225,moralke01,Kendrys Morales,MLB,2006,2019,1363,10.405,63.05506217,43.01953819,76.41207815,6.962699822,8.91651865,Active Player,1.236691123,Corner IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
226,morelmi01,Mitch Moreland,MLB,2010,2020,1179,8.69,38.86323268,56.05683837,79.11190053,14.74245115,19.14742451,Active Player,1.194045802,Corner IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
227,moustmi01,Mike Moustakas,MLB,2011,2020,1175,16.205,40.14209591,40.92362345,75.87921847,11.01243339,61.4920071,Active Player,2.234221277,Corner IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
228,murphda08,Daniel Murphy,MLB,2008,2020,1452,21.515,96.8383659,14.70692718,60.95914742,55.1687389,29.20071048,Active Player,2.400433884,Middle IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
229,myerswi01,Wil Myers,MLB,2013,2020,840,11.55,49.8401421,64.15630551,78.04618117,74.6714032,16.1634103,Active Player,2.2275,Corner IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
230,odorro01,Rougned Odor,MLB,2014,2020,858,7.06,16.73179396,24.76021314,76.94493783,82.34458259,55.59502664,Active Player,1.333006993,Middle IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
231,ozunama01,Marcell Ozuna,MLB,2013,2020,991,21.935,88.45470693,39.57371226,79.39609236,34.03197158,49.69804618,Active Player,3.585741675,Outfielder,"There is no fun fact for this player, if you would like to learn more search for this player online!"
232,panikjo01,Joe Panik,MLB,2014,2020,723,8.46,79.25399645,49.27175844,13.53463588,54.03197158,65.15097691,Active Player,1.89560166,Middle IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
233,parrage01,Gerardo Parra,MLB,2009,2019,1466,10.19,76.8383659,19.39609236,29.37833037,79.39609236,63.80106572,Active Player,1.126043656,Outfielder,"There is no fun fact for this player, if you would like to learn more search for this player online!"
234,pearcst01,Steve Pearce,MLB,2007,2019,766,8.79,62.20248668,76.48312611,85.86145648,21.98934281,36.660746,Active Player,1.858981723,Outfielder,"There is no fun fact for this player, if you would like to learn more search for this player online!"
235,pederjo01,Joc Pederson,MLB,2014,2020,748,11.695,11.04795737,95.41740675,93.64120782,36.19893428,45.00888099,Active Player,2.532874332,Outfielder,"There is no fun fact for this player, if you would like to learn more search for this player online!"
236,pedrodu01,Dustin Pedroia,MLB,2006,2019,1512,49.065,95.38188277,53.53463588,44.76021314,58.89875666,88.95204263,Active Player,5.256964286,Middle IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
237,pencehu01,Hunter Pence,MLB,2007,2020,1707,30.975,83.19715808,29.05861456,74.31616341,73.21492007,28.95204263,Active Player,2.939630931,Outfielder,"There is no fun fact for this player, if you would like to learn more search for this player online!"
238,peralda01,David Peralta,MLB,2014,2020,724,13.805,94.4937833,29.94671403,72.29129663,76.62522202,35.52397869,Active Player,3.088964088,Outfielder,"There is no fun fact for this player, if you would like to learn more search for this player online!"
239,perezsa02,Salvador Perez,MLB,2011,2020,979,18.06,82.1669627,1.278863233,72.85968028,12.71758437,88.56127886,Active Player,2.988478039,Catcher,"There is no fun fact for this player, if you would like to learn more search for this player online!"
240,phamth01,Tommy Pham,MLB,2014,2020,577,15.095,85.93250444,89.94671403,70.76376554,88.80994671,54.63587922,Active Player,4.238110919,Outfielder,"There is no fun fact for this player, if you would like to learn more search for this player online!"
241,pillake01,Kevin Pillar,MLB,2013,2020,905,14.59,62.30905861,3.978685613,31.11900533,80.60390764,87.17584369,Active Player,2.611690608,Outfielder,"There is no fun fact for this player, if you would like to learn more search for this player online!"
242,piscost01,Stephen Piscotty,MLB,2015,2020,612,7.835,59.96447602,53.9964476,62.52220249,37.79751332,23.30373002,Active Player,2.073970588,Outfielder,"There is no fun fact for this player, if you would like to learn more search for this player online!"
243,polangr01,Gregory Polanco,MLB,2014,2020,716,6.15,29.02309059,54.4937833,60.0,86.28774423,32.82415631,Active Player,1.391480447,Outfielder,"There is no fun fact for this player, if you would like to learn more search for this player online!"
244,polloaj01,AJ Pollock,MLB,2012,2020,778,19.595,89.80461812,33.0017762,76.98046181,96.37655417,78.54351687,Active Player,4.080192802,Outfielder,"There is no fun fact for this player, if you would like to learn more search for this player online!"
245,poseybu01,Buster Posey,MLB,2009,2019,1258,47.14,97.93960924,58.47246892,59.46714032,12.68206039,96.94493783,Active Player,6.070492846,Catcher,"There is no fun fact for this player, if you would like to learn more search for this player online!"
246,pradoma01,Martin Prado,MLB,2006,2019,1458,24.395,90.47957371,19.82238011,27.9928952,42.52220249,71.43872114,Active Player,2.710555556,Corner IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
247,puigya01,Yasiel Puig,MLB,2013,2019,861,18.33,87.6731794,66.5008881,81.06571936,75.06216696,44.61811723,Active Player,3.448850174,Outfielder,"There is no fun fact for this player, if you would like to learn more search for this player online!"
248,pujolal01,Albert Pujols,MLB,2001,2020,2862,94.07,98.22380107,80.95914742,98.5079929,27.81527531,42.6642984,Active Player,5.324716981,Corner IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
249,ramirha01,Hanley Ramirez,MLB,2005,2019,1668,39.695,94.42273535,61.88277087,86.42984014,87.03374778,38.96980462,Active Player,3.855269784,Middle IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
250,ramirjo01,Jose Ramirez,MLB,2013,2020,828,27.865,90.62166963,67.92184725,91.19005329,90.65719361,69.8401421,Active Player,5.451847826,Corner IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
251,ramoswi01,Wilson Ramos,MLB,2010,2020,946,15.7,80.10657194,18.29484902,58.330373,2.415630551,89.20071048,Active Player,2.68858351,Catcher,"There is no fun fact for this player, if you would like to learn more search for this player online!"
252,realmjt01,J.T. Realmuto,MLB,2014,2020,732,19.325,82.13143872,23.41030195,65.68383659,69.1651865,90.62166963,Active Player,4.276844262,Catcher,"There is no fun fact for this player, if you would like to learn more search for this player online!"
253,reddijo01,Josh Reddick,MLB,2009,2020,1251,21.935,61.84724689,39.11190053,61.4920071,69.23623446,53.4991119,Active Player,2.840503597,Outfielder,"There is no fun fact for this player, if you would like to learn more search for this player online!"
254,rendoan01,Anthony Rendon,MLB,2013,2020,968,33.285,95.20426288,78.11722913,84.93783304,54.63587922,78.65008881,Active Player,5.570423554,Corner IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
255,reynoma01,Mark Reynolds,MLB,2007,2019,1688,8.715,9.555950266,88.34813499,89.91119005,31.47424512,8.348134991,Active Player,0.83639218,Corner IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
256,riverre01,Rene Rivera,MLB,2004,2020,517,5.5,11.47424512,29.27175844,43.94316163,3.126110124,99.92895204,Active Player,1.723404255,Catcher,"There is no fun fact for this player, if you would like to learn more search for this player online!"
257,rizzoan01,Anthony Rizzo,MLB,2011,2020,1265,32.415,78.25932504,94.84902309,90.05328597,33.96092362,38.29484902,Active Player,4.15116996,Corner IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
258,rodrise01,Sean Rodriguez,MLB,2008,2020,1103,7.795,5.93250444,68.20603908,51.90053286,67.81527531,72.85968028,Active Player,1.14486854,Middle IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
259,rojasmi02,Miguel Rojas,MLB,2014,2020,683,7.64,76.69626998,29.91119005,5.008880995,45.25754885,95.20426288,Active Player,1.812122987,Middle IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
260,rosared01,Eddie Rosario,MLB,2015,2020,697,11.62,83.62344583,1.492007105,74.56483126,81.88277087,34.95559503,Active Player,2.700774749,Outfielder,"There is no fun fact for this player, if you would like to learn more search for this player online!"
261,russead02,Addison Russell,MLB,2015,2019,615,10.02,19.71580817,61.81172291,41.45648313,44.19182948,96.80284192,Active Player,2.639414634,Middle IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
262,sanchca01,Yolmer Sanchez,MLB,2014,2020,658,5.735,31.8294849,31.40319716,14.95559503,76.55417407,76.73179396,Active Player,1.411960486,Middle IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
263,sandopa01,Pablo Sandoval,MLB,2008,2020,1311,19.195,89.23623446,21.59857904,71.93605684,23.37477798,56.58969805,Active Player,2.371922197,Corner IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
264,sanomi01,Miguel Sano,MLB,2015,2020,539,8.375,26.67850799,88.27708703,96.58969805,27.24689165,9.236234458,Active Player,2.51716141,Corner IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
265,santaca01,Carlos Santana,MLB,2010,2020,1495,26.32,36.80284192,98.61456483,79.75133215,23.09058615,10.51509769,Active Player,2.85206689,Corner IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
266,schoojo01,Jonathan Schoop,MLB,2013,2020,846,14.095,62.41563055,5.39964476,73.35701599,26.9982238,76.44760213,Active Player,2.699042553,Middle IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
267,schwaky01,Kyle Schwarber,MLB,2015,2020,551,7.475,10.94138544,95.45293073,93.88987567,39.53818828,24.65364121,Active Player,2.197731397,Outfielder,"There is no fun fact for this player, if you would like to learn more search for this player online!"
268,seageco01,Corey Seager,MLB,2015,2020,541,18.955,96.09236234,51.22557726,77.37122558,46.32326821,77.30017762,Active Player,5.675988909,Middle IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
269,seageky01,Kyle Seager,MLB,2011,2020,1321,32.81,50.69271758,62.09591474,75.38188277,28.02841918,74.45825933,Active Player,4.023633611,Corner IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
270,segurje01,Jean Segura,MLB,2012,2020,1099,20.305,92.11367673,10.87033748,24.36944938,93.96092362,74.28063943,Active Player,2.993093722,Middle IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
271,semiema01,Marcus Semien,MLB,2013,2020,858,20.415,57.90408526,58.18827709,63.55239787,76.44760213,84.61811723,Active Player,3.85458042,Middle IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
272,shawtr01,Travis Shaw,MLB,2015,2020,642,9.46,28.63232682,77.22912966,81.52753108,21.91829485,63.62344583,Active Player,2.387102804,Corner IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
273,simmoan01,Andrelton Simmons,MLB,2012,2020,1060,31.14,75.59502664,17.08703375,15.87921847,61.84724689,99.82238011,Active Player,4.759132075,Middle IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
274,smoakju01,Justin Smoak,MLB,2010,2020,1286,5.73,8.028419183,88.52575488,75.27531083,4.156305506,5.577264654,Active Player,0.721819596,Corner IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
275,sogarer01,Eric Sogard,MLB,2010,2020,737,5.575,37.8330373,58.43694494,6.500888099,63.69449378,70.62166963,Active Player,1.225440977,Middle IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
276,solarya01,Yangervis Solarte,MLB,2014,2019,670,5.74,52.29129663,37.01598579,45.93250444,17.93960924,46.60746004,Active Player,1.387880597,Corner IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
277,solerjo01,Jorge Soler,MLB,2014,2020,512,5.165,45.47069272,74.45825933,90.23090586,14.63587922,1.278863233,Active Player,1.634238281,Outfielder,"There is no fun fact for this player, if you would like to learn more search for this player online!"
278,springe01,George Springer,MLB,2014,2020,795,27.06,76.12788632,86.57193606,90.51509769,62.1669627,54.20959147,Active Player,5.514113208,Outfielder,"There is no fun fact for this player, if you would like to learn more search for this player online!"
279,stantmi03,Giancarlo Stanton,MLB,2010,2020,1185,40.29,72.5044405,87.38898757,99.43161634,24.79573712,49.73357016,Active Player,5.508,Outfielder,"There is no fun fact for this player, if you would like to learn more search for this player online!"
280,storytr01,Trevor Story,MLB,2016,2020,603,19.44,87.81527531,44.44049734,96.30550622,92.39786856,92.82415631,Active Player,5.222686567,Middle IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
281,suareeu01,Eugenio Suarez,MLB,2014,2020,856,16.065,61.95381883,76.58969805,86.03907638,27.70870337,54.70692718,Active Player,3.040338785,Corner IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
282,suzukic01,Ichiro Suzuki,MLB,2001,2019,2653,58.815,98.86323268,10.08880995,5.506216696,93.0017762,66.57193606,Active Player,3.591417263,Outfielder,"There is no fun fact for this player, if you would like to learn more search for this player online!"
283,suzukku01,Kurt Suzuki,MLB,2007,2020,1512,15.115,47.21136767,36.1634103,32.68206039,9.698046181,69.44937833,Active Player,1.619464286,Catcher,"There is no fun fact for this player, if you would like to learn more search for this player online!"
284,swansda01,Dansby Swanson,MLB,2016,2020,505,6.72,48.1705151,54.24511545,33.14387211,69.59147425,87.06927176,Active Player,2.155722772,Middle IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
285,tayloch03,Chris Taylor,MLB,2014,2020,595,12.01,70.94138544,57.93960924,64.44049734,88.24156306,64.90230906,Active Player,3.26994958,Middle IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
286,troutmi01,Mike Trout,MLB,2011,2020,1252,75.36,98.18827709,98.15275311,98.93428064,89.44937833,60.24866785,Active Player,9.751054313,Outfielder,"There is no fun fact for this player, if you would like to learn more search for this player online!"
287,trumbma01,Mark Trumbo,MLB,2010,2019,1097,8.49,31.68738899,27.4955595,87.14031972,25.8259325,4.831261101,Active Player,1.253764813,Outfielder,"There is no fun fact for this player, if you would like to learn more search for this player online!"
288,tulowtr01,Troy Tulowitzki,MLB,2006,2019,1291,41.35,94.06749556,64.8312611,92.46891652,52.36234458,95.77264654,Active Player,5.188768397,Middle IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
289,turneju01,Justin Turner,MLB,2009,2020,1114,28.455,96.48312611,71.50976909,71.15452931,28.27708703,59.18294849,Active Player,4.137980251,Corner IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
290,turnetr01,Trea Turner,MLB,2015,2020,541,16.84,97.76198934,23.87211368,68.13499112,99.43161634,62.84191829,Active Player,5.042661738,Middle IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
291,uptonju01,Justin Upton,MLB,2007,2020,1739,35.365,64.22735346,75.02664298,89.1651865,69.94671403,29.27175844,Active Player,3.294496837,Outfielder,"There is no fun fact for this player, if you would like to learn more search for this player online!"
292,villajo01,Jonathan Villar,MLB,2013,2020,831,9.62,56.41207815,52.11367673,31.26110124,96.55417407,42.62877442,Active Player,1.875379061,Middle IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
293,vogtst01,Stephen Vogt,MLB,2012,2020,646,5.965,35.1687389,41.59857904,61.52753108,23.94316163,45.22202487,Active Player,1.495866873,Catcher,"There is no fun fact for this player, if you would like to learn more search for this player online!"
294,vottojo01,Joey Votto,MLB,2007,2020,1771,59.535,98.25932504,98.57904085,90.76376554,24.19182948,27.24689165,Active Player,5.445889328,Corner IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
295,walkene01,Neil Walker,MLB,2009,2020,1306,20.69,65.8259325,62.98401421,58.93428064,35.1687389,43.94316163,Active Player,2.566447167,Middle IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
296,wietema01,Matt Wieters,MLB,2009,2020,1167,17.825,33.88987567,51.47424512,60.74600355,6.252220249,96.02131439,Active Player,2.474421594,Catcher,"There is no fun fact for this player, if you would like to learn more search for this player online!"
297,wongko01,Kolten Wong,MLB,2013,2020,852,16.045,62.13143872,62.41563055,18.01065719,83.76554174,92.04262877,Active Player,3.050809859,Middle IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
298,yelicch01,Christian Yelich,MLB,2013,2020,978,33.355,97.90408526,80.07104796,86.39431616,81.38543517,36.51865009,Active Player,5.52506135,Outfielder,"There is no fun fact for this player, if you would like to learn more search for this player online!"
299,zimmery01,Ryan Zimmerman,MLB,2005,2019,1689,38.345,81.20781528,50.69271758,81.669627,31.72291297,68.59680284,Active Player,3.677850799,Corner IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
300,zobribe01,Ben Zobrist,MLB,2006,2019,1651,44.42,67.92184725,88.98756661,67.46003552,72.04262877,79.07637655,Active Player,4.358594791,Middle IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
301,zuninmi01,Mike Zunino,MLB,2013,2020,705,10.33,1.030195382,63.58792185,83.48134991,5.506216696,97.58436945,Active Player,2.373702128,Catcher,"There is no fun fact for this player, if you would like to learn more search for this player online!"
422,delahed01,Ed Delahanty,MLB,1901,1903,304,14.95,99.9183229,81.84045739,98.09420093,87.63953172,29.48543425,Hall of Famer,7.966776316,Outfielder,"There is no fun fact for this player, if you would like to learn more search for this player online!"
423,aaronha01,Hank Aaron,MLB,1954,1976,3298,139.8,98.15275311,54.03197158,99.21847247,74.03197158,41.52753108,Hall of Famer,6.867070952,Outfielder,"There is no fun fact for this player, if you would like to learn more search for this player online!"
424,alomaro01,Roberto Alomar,MLB,1988,2004,2379,65.21,94.95559503,61.45648313,54.13854352,91.68738899,57.30017762,Hall of Famer,4.440529634,Middle IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
425,aparilu01,Luis Aparicio,MLB,1956,1973,2601,52.44,56.23445826,19.68028419,11.97158082,94.84902309,95.95026643,Hall of Famer,3.26615917,Middle IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
426,applilu01,Luke Appling,MLB,1930,1950,2422,74.855,95.91474245,84.15630551,26.07460036,58.72113677,89.6625222,Hall of Famer,5.00681668,Middle IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
427,ashburi01,Richie Ashburn,MLB,1948,1962,2189,60.985,97.65541741,78.15275311,7.388987567,85.43516874,67.88632327,Hall of Famer,4.513280037,Outfielder,"There is no fun fact for this player, if you would like to learn more search for this player online!"
428,averiea01,Earl Averill,MLB,1929,1941,1668,49.49,93.17939609,73.88987567,97.12255773,84.08525755,29.30728242,Hall of Famer,4.806582734,Outfielder,"There is no fun fact for this player, if you would like to learn more search for this player online!"
429,bagweje01,Jeff Bagwell,MLB,1991,2005,2150,79.94,91.61634103,97.12255773,97.79751332,51.47424512,31.47424512,Hall of Famer,6.023386047,Corner IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
